draw,nrmse,decomp_rssd,digital_contribution,digital_pct_error,pareto_efficient
2102,0.02851,0.20305,17.23,-40.6,False
905,0.02851,0.15752,33.1,14.2,False
1170,0.02851,0.24594,19.27,-33.5,False
1553,0.02851,0.18383,19.01,-34.4,False
1735,0.02851,0.16387,16.65,-42.6,False
1056,0.02852,0.22394,28.58,-1.4,False
1237,0.02852,0.19961,24.16,-16.7,False
434,0.02852,0.20606,13.48,-53.5,False
1286,0.02852,0.24118,13.29,-54.2,False
1571,0.02852,0.15671,29.41,1.4,False
1398,0.02852,0.16518,18.82,-35.1,False
2032,0.02852,0.22645,22.85,-21.2,False
2051,0.02852,0.19464,20.47,-29.4,False
1803,0.02853,0.20041,26.75,-7.7,False
7,0.02853,0.23533,11.24,-61.2,False
16,0.02853,0.26801,12.39,-57.2,False
1040,0.02853,0.21691,13.95,-51.9,False
2347,0.02853,0.26213,12.66,-56.3,False
1736,0.02853,0.26094,37.78,30.3,False
96,0.02853,0.28595,24.56,-15.3,False
986,0.02853,0.19598,15.75,-45.7,False
1591,0.02853,0.18994,17.08,-41.1,False
2333,0.02854,0.16071,13.46,-53.6,False
696,0.02854,0.20893,25.46,-12.2,False
1374,0.02854,0.22047,15.0,-48.3,False
556,0.02854,0.17768,24.17,-16.6,False
1196,0.02854,0.19813,8.16,-71.9,False
468,0.02854,0.20808,22.36,-22.9,False
473,0.02854,0.12861,28.91,-0.3,False
968,0.02855,0.21682,12.09,-58.3,False
530,0.02855,0.19681,20.11,-30.6,False
2346,0.02855,0.2287,11.1,-61.7,False
1985,0.02855,0.22687,22.33,-23.0,False
1010,0.02855,0.18013,34.52,19.1,False
804,0.02855,0.19893,28.78,-0.7,False
1171,0.02855,0.21315,12.92,-55.4,False
1268,0.02855,0.16883,20.01,-31.0,False
553,0.02855,0.22687,22.33,-23.0,False
2044,0.02855,0.2128,31.61,9.0,False
1226,0.02855,0.23353,10.14,-65.0,False
1970,0.02856,0.21912,14.65,-49.5,False
1341,0.02856,0.20371,13.72,-52.7,False
1876,0.02856,0.2222,21.58,-25.6,False
1451,0.02856,0.19364,17.9,-38.3,False
106,0.02856,0.18318,20.56,-29.1,False
1665,0.02856,0.24246,10.62,-63.4,False
214,0.02856,0.25112,30.02,3.6,False
1036,0.02856,0.17736,26.66,-8.0,False
1671,0.02856,0.10647,24.13,-16.8,True
1728,0.02856,0.23071,36.68,26.5,False
1134,0.02856,0.21887,13.45,-53.6,False
1240,0.02856,0.10647,24.13,-16.8,False
1484,0.02857,0.16521,30.59,5.5,False
1369,0.02857,0.23336,25.62,-11.6,False
1094,0.02857,0.16725,39.43,36.0,False
306,0.02857,0.21989,14.38,-50.4,False
675,0.02857,0.11703,17.61,-39.3,False
1194,0.02857,0.13478,20.39,-29.7,False
479,0.02857,0.17944,21.44,-26.0,False
421,0.02858,0.23111,22.33,-23.0,False
1162,0.02858,0.20822,29.96,3.3,False
1393,0.02858,0.22832,9.42,-67.5,False
1968,0.02858,0.2095,10.58,-63.5,False
664,0.02858,0.17883,18.08,-37.6,False
118,0.02858,0.20123,19.59,-32.4,False
843,0.02858,0.25171,8.17,-71.8,False
1543,0.02858,0.2095,10.58,-63.5,False
2093,0.02858,0.24406,15.03,-48.2,False
925,0.02858,0.19733,31.5,8.7,False
1471,0.02858,0.2095,10.58,-63.5,False
1960,0.02859,0.23431,35.18,21.4,False
1234,0.02859,0.28521,6.1,-79.0,False
239,0.02859,0.16655,22.32,-23.0,False
1952,0.02859,0.23767,12.49,-56.9,False
332,0.02859,0.20414,13.46,-53.6,False
807,0.0286,0.25994,39.57,36.5,False
204,0.0286,0.19519,15.89,-45.2,False
2270,0.0286,0.22665,16.12,-44.4,False
1993,0.0286,0.21159,26.37,-9.0,False
2335,0.0286,0.16099,11.57,-60.1,False
1125,0.0286,0.1199,24.31,-16.1,False
2317,0.0286,0.16629,27.87,-3.9,False
1512,0.0286,0.19167,24.81,-14.4,False
1867,0.02861,0.14903,26.57,-8.3,False
923,0.02861,0.14701,24.49,-15.5,False
1592,0.02861,0.22531,8.43,-70.9,False
394,0.02861,0.28091,4.0,-86.2,False
1564,0.02861,0.19904,12.95,-55.3,False
2101,0.02861,0.26898,4.1,-85.8,False
989,0.02862,0.20277,11.66,-59.8,False
861,0.02862,0.21987,23.44,-19.1,False
658,0.02862,0.22306,16.15,-44.3,False
1386,0.02862,0.26012,2.75,-90.5,False
1621,0.02862,0.21217,15.94,-45.0,False
1888,0.02862,0.25824,26.25,-9.5,False
1942,0.02862,0.21864,23.41,-19.2,False
2068,0.02862,0.21937,12.75,-56.0,False
824,0.02862,0.20643,18.47,-36.3,False
929,0.02862,0.26012,2.75,-90.5,False
2168,0.02863,0.21549,22.85,-21.2,False
2306,0.02863,0.24649,9.69,-66.6,False
1394,0.02863,0.16208,19.45,-32.9,False
1180,0.02864,0.21856,20.68,-28.7,False
1971,0.02864,0.22136,28.3,-2.4,False
649,0.02864,0.26167,42.52,46.7,False
1938,0.02864,0.16974,21.48,-25.9,False
1330,0.02864,0.25999,2.57,-91.1,False
1257,0.02864,0.17312,16.75,-42.2,False
1555,0.02864,0.24265,12.16,-58.0,False
1776,0.02864,0.13857,29.06,0.2,False
563,0.02865,0.20808,16.4,-43.4,False
904,0.02865,0.21229,22.43,-22.6,False
1269,0.02865,0.22909,23.43,-19.2,False
744,0.02866,0.23837,20.42,-29.6,False
389,0.02866,0.15752,25.52,-12.0,False
432,0.02867,0.21402,32.37,11.6,False
1086,0.02867,0.24138,18.97,-34.5,False
2163,0.02867,0.1891,19.45,-32.9,False
405,0.02867,0.20638,11.41,-60.6,False
1522,0.02867,0.19556,13.48,-53.5,False
693,0.02867,0.22997,11.93,-58.9,False
520,0.02867,0.18639,10.66,-63.2,False
873,0.02868,0.24008,16.64,-42.6,False
1439,0.02868,0.20664,29.82,2.9,False
2227,0.02868,0.22928,18.25,-37.0,False
1822,0.02868,0.14603,18.68,-35.6,False
1947,0.02868,0.20573,12.08,-58.3,False
954,0.02868,0.228,17.16,-40.8,False
1525,0.02868,0.18865,18.36,-36.7,False
799,0.02868,0.26146,7.09,-75.6,False
1832,0.02868,0.21117,11.04,-61.9,False
1376,0.02868,0.21057,27.55,-5.0,False
924,0.02868,0.28916,13.89,-52.1,False
58,0.02868,0.20664,29.82,2.9,False
1795,0.02868,0.16085,23.96,-17.3,False
189,0.02869,0.20359,22.71,-21.7,False
241,0.02869,0.21964,35.64,22.9,False
258,0.02869,0.16345,27.74,-4.3,False
86,0.02869,0.21394,35.91,23.9,False
2236,0.02869,0.15439,26.34,-9.1,False
1683,0.02869,0.2892,4.12,-85.8,False
512,0.0287,0.19084,13.78,-52.5,False
2130,0.0287,0.19084,13.78,-52.5,False
1714,0.0287,0.23501,30.22,4.3,False
966,0.0287,0.25363,14.7,-49.3,False
471,0.0287,0.23201,24.8,-14.5,False
689,0.02871,0.16273,18.94,-34.7,False
2300,0.02871,0.20581,30.33,4.6,False
2343,0.02871,0.26569,25.97,-10.4,False
1306,0.02871,0.26569,25.97,-10.4,False
1187,0.02871,0.18627,35.55,22.6,False
398,0.02872,0.23596,6.89,-76.2,False
677,0.02872,0.21656,16.93,-41.6,False
2080,0.02872,0.22056,14.59,-49.7,False
509,0.02872,0.18021,21.92,-24.4,False
2399,0.02872,0.21281,10.14,-65.0,False
1636,0.02872,0.19031,14.49,-50.0,False
2058,0.02873,0.20208,15.32,-47.2,False
2008,0.02873,0.21053,25.46,-12.2,False
1996,0.02873,0.21066,18.27,-37.0,False
95,0.02873,0.2172,15.45,-46.7,False
1834,0.02873,0.15007,16.89,-41.7,False
859,0.02873,0.15007,16.89,-41.7,False
1262,0.02873,0.16224,28.2,-2.7,False
482,0.02873,0.18182,13.46,-53.6,False
919,0.02873,0.20208,15.32,-47.2,False
1660,0.02873,0.20177,14.42,-50.3,False
2397,0.02873,0.19854,11.98,-58.7,False
1039,0.02874,0.14281,32.39,11.7,False
2016,0.02874,0.24605,3.16,-89.1,False
298,0.02874,0.14864,32.62,12.5,False
1630,0.02874,0.23616,35.64,22.9,False
1384,0.02874,0.24455,17.64,-39.2,False
481,0.02874,0.23308,12.05,-58.4,False
1865,0.02875,0.26507,5.89,-79.7,False
50,0.02875,0.20525,18.02,-37.8,False
1192,0.02875,0.16059,24.03,-17.1,False
1574,0.02875,0.2654,10.84,-62.6,False
995,0.02875,0.22571,17.27,-40.4,False
1856,0.02875,0.13379,26.5,-8.6,False
2216,0.02875,0.13,20.05,-30.9,False
1605,0.02875,0.22624,30.45,5.0,False
2363,0.02876,0.23356,24.4,-15.8,False
887,0.02876,0.20864,29.64,2.2,False
2331,0.02876,0.13405,23.11,-20.3,False
668,0.02876,0.19351,16.59,-42.8,False
607,0.02876,0.11819,18.41,-36.5,False
422,0.02876,0.19148,25.32,-12.7,False
752,0.02876,0.17627,14.25,-50.9,False
1415,0.02876,0.21158,12.68,-56.2,False
820,0.02877,0.17296,20.93,-27.8,False
524,0.02877,0.24042,3.17,-89.1,False
2078,0.02877,0.23214,26.65,-8.1,False
615,0.02878,0.20897,13.07,-54.9,False
564,0.02878,0.16057,27.04,-6.7,False
68,0.02878,0.17434,30.5,5.2,False
2295,0.02878,0.2338,16.44,-43.3,False
1210,0.02878,0.28105,11.35,-60.8,False
745,0.02878,0.19178,15.95,-45.0,False
1479,0.02878,0.13769,33.5,15.6,False
1457,0.02878,0.20484,17.05,-41.2,False
1862,0.02879,0.11519,25.44,-12.3,False
475,0.02879,0.24831,30.75,6.1,False
810,0.02879,0.2179,11.44,-60.5,False
1279,0.02879,0.18618,19.4,-33.1,False
376,0.02879,0.24785,11.23,-61.3,False
1513,0.02879,0.15385,16.57,-42.9,False
715,0.0288,0.2303,12.17,-58.0,False
30,0.0288,0.26403,5.29,-81.7,False
1845,0.02881,0.24021,17.81,-38.6,False
567,0.02881,0.19802,10.82,-62.7,False
2345,0.02881,0.18406,20.71,-28.6,False
1797,0.02881,0.21537,12.44,-57.1,False
671,0.02881,0.16306,21.34,-26.4,False
772,0.02881,0.19325,18.2,-37.2,False
1969,0.02881,0.19161,11.28,-61.1,False
738,0.02881,0.21655,27.79,-4.1,False
1688,0.02882,0.23553,12.39,-57.2,False
1296,0.02882,0.14147,32.14,10.9,False
1850,0.02882,0.25085,19.54,-32.6,False
1093,0.02882,0.20247,14.39,-50.4,False
130,0.02882,0.21824,25.55,-11.8,False
1188,0.02882,0.19773,21.58,-25.6,False
836,0.02882,0.28325,12.52,-56.8,False
897,0.02882,0.18375,16.59,-42.8,False
1067,0.02882,0.22688,17.66,-39.1,False
636,0.02882,0.20754,18.4,-36.5,False
998,0.02883,0.17664,26.71,-7.9,False
1617,0.02884,0.20982,25.12,-13.4,False
33,0.02884,0.17532,26.72,-7.8,False
17,0.02884,0.2284,16.3,-43.8,False
324,0.02884,0.26273,3.45,-88.1,False
1281,0.02884,0.24758,20.63,-28.8,False
1176,0.02885,0.14685,21.11,-27.2,False
1700,0.02885,0.13953,37.01,27.7,False
2314,0.02885,0.20914,12.57,-56.6,False
433,0.02885,0.11089,32.13,10.8,False
1878,0.02885,0.19038,16.2,-44.1,False
538,0.02885,0.23834,23.13,-20.2,False
1115,0.02885,0.21441,25.94,-10.5,False
817,0.02885,0.22225,28.72,-0.9,False
99,0.02886,0.23736,25.91,-10.6,False
305,0.02887,0.27336,42.11,45.3,False
2125,0.02887,0.1781,10.82,-62.7,False
988,0.02887,0.16648,17.31,-40.3,False
1363,0.02887,0.21449,21.07,-27.3,False
2268,0.02887,0.27336,42.11,45.3,False
2108,0.02888,0.18019,15.83,-45.4,False
2063,0.02888,0.22543,12.8,-55.8,False
1814,0.02888,0.20851,11.8,-59.3,False
2153,0.02888,0.23395,18.71,-35.5,False
1354,0.02888,0.23395,18.71,-35.5,False
1395,0.02888,0.29008,3.13,-89.2,False
1021,0.02888,0.20967,15.44,-46.8,False
2182,0.02889,0.2001,18.02,-37.8,False
1563,0.02889,0.21485,14.2,-51.0,False
1528,0.0289,0.17147,10.99,-62.1,False
1020,0.0289,0.22957,5.45,-81.2,False
1976,0.0289,0.12206,24.15,-16.7,False
1149,0.0289,0.18368,10.14,-65.0,False
1650,0.0289,0.2585,8.22,-71.6,False
203,0.02891,0.19425,9.38,-67.7,False
1870,0.02891,0.19618,24.98,-13.8,False
1340,0.02891,0.25354,4.98,-82.8,False
1041,0.02891,0.22895,12.42,-57.1,False
1263,0.02892,0.17117,13.59,-53.1,False
397,0.02892,0.13811,35.6,22.8,False
750,0.02892,0.13888,17.68,-39.0,False
643,0.02892,0.19034,12.97,-55.3,False
775,0.02892,0.22257,18.04,-37.8,False
2184,0.02893,0.22534,25.26,-12.9,False
67,0.02893,0.22824,19.25,-33.6,False
1886,0.02893,0.15653,12.81,-55.8,False
15,0.02893,0.23409,33.32,14.9,False
835,0.02893,0.18931,27.78,-4.2,False
1318,0.02893,0.18802,38.99,34.5,False
581,0.02893,0.16889,22.62,-22.0,False
2185,0.02893,0.18931,27.78,-4.2,False
274,0.02893,0.23147,8.45,-70.9,False
350,0.02893,0.22534,25.26,-12.9,False
912,0.02894,0.17389,10.6,-63.4,False
1734,0.02895,0.21056,10.91,-62.4,False
1965,0.02895,0.17091,16.5,-43.1,False
294,0.02895,0.20636,18.61,-35.8,False
380,0.02895,0.23493,34.13,17.7,False
79,0.02895,0.22702,17.25,-40.5,False
600,0.02895,0.22315,27.15,-6.3,False
629,0.02896,0.17394,10.86,-62.6,False
862,0.02896,0.20021,12.5,-56.9,False
2349,0.02896,0.17394,10.86,-62.6,False
2075,0.02897,0.1886,10.95,-62.2,False
114,0.02897,0.17582,11.86,-59.1,False
1843,0.02897,0.17616,15.36,-47.0,False
1690,0.02897,0.17763,25.96,-10.5,False
1406,0.02897,0.23577,9.79,-66.2,False
660,0.02898,0.18484,16.96,-41.5,False
1857,0.02898,0.1699,10.68,-63.2,False
1147,0.02898,0.26621,6.01,-79.3,False
734,0.02898,0.26621,6.01,-79.3,False
2318,0.02898,0.18484,16.96,-41.5,False
2018,0.02898,0.19136,25.04,-13.6,False
1486,0.02898,0.13777,29.46,1.6,False
1774,0.02898,0.26989,12.19,-57.9,False
131,0.02898,0.24187,11.27,-61.1,False
385,0.02899,0.20915,24.7,-14.8,False
1158,0.02899,0.2344,42.54,46.8,False
140,0.02899,0.19432,16.36,-43.6,False
1280,0.02899,0.22748,10.52,-63.7,False
1626,0.02899,0.26023,24.73,-14.7,False
1877,0.02899,0.22264,15.35,-47.0,False
1751,0.02899,0.17077,17.26,-40.5,False
404,0.02899,0.15894,23.45,-19.1,False
407,0.02899,0.1899,20.65,-28.8,False
1161,0.02899,0.22299,10.61,-63.4,False
694,0.029,0.11119,25.65,-11.5,False
1372,0.029,0.17616,29.83,2.9,False
1579,0.029,0.25266,9.7,-66.5,False
286,0.029,0.23009,16.66,-42.5,False
784,0.029,0.11119,25.65,-11.5,False
2197,0.02901,0.22864,18.45,-36.4,False
1881,0.02901,0.25352,12.77,-55.9,False
1548,0.02902,0.24815,17.52,-39.6,False
406,0.02902,0.21296,8.67,-70.1,False
127,0.02902,0.22124,28.76,-0.8,False
21,0.02902,0.18844,22.42,-22.7,False
2282,0.02902,0.19287,17.36,-40.1,False
80,0.02902,0.20561,17.8,-38.6,False
1238,0.02902,0.237,23.47,-19.0,False
963,0.02902,0.12033,21.69,-25.2,False
470,0.02902,0.18844,22.42,-22.7,False
1655,0.02902,0.15449,15.27,-47.3,False
809,0.02903,0.29369,11.93,-58.9,False
1131,0.02903,0.19084,20.62,-28.9,False
69,0.02903,0.15928,31.8,9.7,False
2053,0.02904,0.18101,30.54,5.3,False
37,0.02904,0.2472,31.62,9.1,False
678,0.02904,0.21146,19.98,-31.1,False
626,0.02904,0.2472,31.62,9.1,False
1216,0.02904,0.1952,25.34,-12.6,False
24,0.02904,0.25674,6.46,-77.7,False
1530,0.02905,0.13024,27.53,-5.0,False
1030,0.02905,0.21987,19.28,-33.5,False
1859,0.02905,0.16075,23.37,-19.4,False
307,0.02905,0.18369,11.45,-60.5,False
1022,0.02905,0.19853,13.84,-52.3,False
1417,0.02905,0.13578,25.93,-10.6,False
1773,0.02905,0.16075,23.37,-19.4,False
190,0.02905,0.19646,30.92,6.6,False
266,0.02905,0.16453,12.49,-56.9,False
2260,0.02905,0.19381,12.71,-56.1,False
489,0.02905,0.20936,15.73,-45.7,False
1159,0.02905,0.16075,23.37,-19.4,False
1148,0.02906,0.10727,23.71,-18.2,False
40,0.02906,0.26537,40.9,41.1,False
1702,0.02906,0.12347,18.21,-37.2,False
504,0.02906,0.17556,11.15,-61.5,False
231,0.02907,0.213,28.41,-2.0,False
1201,0.02907,0.21837,27.46,-5.3,False
827,0.02908,0.21464,26.84,-7.4,False
141,0.02908,0.24723,5.71,-80.3,False
2256,0.02908,0.14639,17.06,-41.2,False
866,0.02908,0.25297,2.74,-90.6,False
2204,0.02908,0.2423,33.35,15.0,False
1983,0.02909,0.21739,21.3,-26.5,False
351,0.02909,0.23014,22.99,-20.7,False
640,0.02909,0.22051,27.74,-4.3,False
1580,0.02909,0.23366,13.24,-54.3,False
297,0.0291,0.20555,20.53,-29.2,False
2379,0.0291,0.17728,9.98,-65.6,False
213,0.0291,0.25065,3.34,-88.5,False
149,0.02911,0.25,17.63,-39.2,False
229,0.02911,0.17435,15.77,-45.6,False
2297,0.02911,0.14285,27.15,-6.3,False
1117,0.02911,0.121,23.9,-17.6,False
2156,0.02911,0.17435,15.77,-45.6,False
275,0.02911,0.21931,7.79,-73.1,False
1695,0.02911,0.20858,29.1,0.4,False
2105,0.02912,0.19448,19.92,-31.3,False
803,0.02912,0.20535,13.88,-52.1,False
1108,0.02913,0.18983,15.57,-46.3,False
1499,0.02913,0.18413,18.4,-36.5,False
2312,0.02913,0.18413,18.4,-36.5,False
1549,0.02913,0.22631,30.5,5.2,False
1313,0.02913,0.22035,7.96,-72.6,False
1508,0.02913,0.26669,12.71,-56.2,False
1051,0.02913,0.17405,19.95,-31.2,False
379,0.02913,0.24052,11.18,-61.4,False
1029,0.02914,0.19821,29.25,0.9,False
790,0.02914,0.18335,16.1,-44.5,False
1643,0.02914,0.19821,29.25,0.9,False
2287,0.02914,0.15761,21.12,-27.2,False
303,0.02914,0.20269,25.21,-13.0,False
354,0.02914,0.23138,16.54,-43.0,False
2291,0.02914,0.18875,14.99,-48.3,False
327,0.02914,0.18939,25.19,-13.1,False
959,0.02914,0.23551,10.55,-63.6,False
1169,0.02915,0.12529,23.46,-19.1,False
1338,0.02916,0.22954,38.54,32.9,False
1813,0.02916,0.24546,28.72,-0.9,False
2375,0.02916,0.24546,28.72,-0.9,False
462,0.02916,0.18124,12.9,-55.5,False
2276,0.02917,0.22259,21.89,-24.5,False
236,0.02917,0.18575,16.52,-43.0,False
1049,0.02917,0.19269,16.13,-44.3,False
782,0.02917,0.19268,17.9,-38.3,False
1817,0.02917,0.13747,27.0,-6.9,False
1157,0.02917,0.20884,30.09,3.8,False
1443,0.02917,0.24414,13.9,-52.1,False
1000,0.02917,0.25351,14.68,-49.4,False
1837,0.02918,0.20846,16.95,-41.5,False
1541,0.02918,0.14769,27.23,-6.1,False
1038,0.02918,0.12403,34.53,19.1,False
891,0.02918,0.19898,30.97,6.8,False
1247,0.02919,0.22564,14.22,-51.0,False
48,0.02919,0.13527,26.78,-7.6,False
650,0.02919,0.27124,3.48,-88.0,False
2240,0.02919,0.23536,29.56,2.0,False
1127,0.0292,0.26967,4.91,-83.1,False
1150,0.0292,0.27259,5.16,-82.2,False
1713,0.0292,0.20866,21.17,-27.0,False
2340,0.0292,0.27259,5.16,-82.2,False
1830,0.0292,0.20866,21.17,-27.0,False
1018,0.02921,0.21661,4.34,-85.0,False
2118,0.02921,0.16586,31.42,8.4,False
1305,0.02921,0.25053,12.12,-58.2,False
907,0.02921,0.2734,17.43,-39.9,False
667,0.02921,0.17652,15.72,-45.8,False
1755,0.02921,0.24969,9.46,-67.4,False
1701,0.02921,0.23586,11.01,-62.0,False
26,0.02921,0.18112,30.94,6.7,False
952,0.02922,0.19764,24.87,-14.2,False
701,0.02922,0.21584,25.93,-10.6,False
216,0.02923,0.21526,13.06,-55.0,False
455,0.02923,0.22311,11.69,-59.7,False
34,0.02923,0.16001,25.19,-13.1,False
472,0.02924,0.15664,11.32,-61.0,False
1570,0.02924,0.14231,17.82,-38.5,False
2030,0.02924,0.19641,14.28,-50.8,False
2262,0.02924,0.15664,11.32,-61.0,False
1155,0.02924,0.19609,25.74,-11.2,False
872,0.02925,0.22288,30.49,5.2,False
1064,0.02925,0.2584,20.01,-31.0,False
936,0.02925,0.198,23.06,-20.5,False
743,0.02925,0.198,23.06,-20.5,False
243,0.02926,0.19616,25.26,-12.9,False
2096,0.02926,0.19616,25.26,-12.9,False
205,0.02926,0.19616,25.26,-12.9,False
1858,0.02926,0.18907,13.17,-54.6,False
1217,0.02927,0.27928,2.83,-90.3,False
1727,0.02927,0.27928,2.83,-90.3,False
349,0.02927,0.13645,19.46,-32.9,False
2042,0.02928,0.24356,9.39,-67.6,False
920,0.02928,0.19464,31.0,6.9,False
2210,0.02928,0.19464,31.0,6.9,False
430,0.02929,0.14862,24.19,-16.5,False
2376,0.02929,0.17125,20.83,-28.2,False
207,0.0293,0.17516,19.39,-33.1,False
198,0.02931,0.20762,9.67,-66.6,False
1105,0.02931,0.18329,16.89,-41.7,False
1141,0.02932,0.26903,3.24,-88.8,False
1273,0.02933,0.18719,15.81,-45.5,False
54,0.02933,0.11781,21.87,-24.6,False
2064,0.02934,0.19999,24.71,-14.7,False
1652,0.02934,0.17279,22.5,-22.4,False
1112,0.02934,0.17279,22.5,-22.4,False
2378,0.02935,0.25044,20.91,-27.9,False
1139,0.02935,0.19007,17.92,-38.2,False
1940,0.02935,0.25415,18.06,-37.7,False
1309,0.02937,0.26743,11.47,-60.4,False
554,0.02937,0.17986,15.75,-45.7,False
1536,0.02937,0.17737,15.24,-47.4,False
10,0.02937,0.18821,11.55,-60.2,False
273,0.02937,0.18959,11.92,-58.9,False
367,0.02937,0.21528,17.54,-39.5,False
292,0.02938,0.21885,5.01,-82.7,False
1823,0.02938,0.1919,29.72,2.5,False
2213,0.02938,0.17597,19.77,-31.8,False
2198,0.02939,0.26714,5.45,-81.2,False
749,0.02939,0.24106,20.96,-27.7,False
426,0.02939,0.23438,12.37,-57.3,False
593,0.02939,0.19541,31.63,9.1,False
2305,0.0294,0.2515,9.1,-68.6,False
632,0.0294,0.25294,12.63,-56.4,False
1481,0.0294,0.16488,27.98,-3.5,False
245,0.02941,0.21873,9.87,-66.0,False
874,0.02941,0.19016,14.86,-48.8,False
2151,0.02942,0.18392,24.11,-16.8,False
2271,0.02942,0.1776,14.34,-50.5,False
257,0.02942,0.21936,11.87,-59.1,False
2000,0.02944,0.15213,22.81,-21.3,False
288,0.02944,0.21117,19.87,-31.5,False
268,0.02944,0.28262,13.25,-54.3,False
92,0.02944,0.26059,41.49,43.1,False
143,0.02945,0.2258,9.97,-65.6,False
2233,0.02945,0.20259,10.36,-64.2,False
2170,0.02945,0.24588,20.06,-30.8,False
1946,0.02945,0.20259,10.36,-64.2,False
1035,0.02946,0.19714,24.65,-15.0,False
2086,0.02946,0.19714,24.65,-15.0,False
446,0.02946,0.2148,26.9,-7.2,False
184,0.02947,0.18999,26.91,-7.2,False
1656,0.02947,0.18079,12.04,-58.5,False
1054,0.02947,0.24301,26.98,-6.9,False
978,0.0295,0.21184,15.08,-48.0,False
1913,0.0295,0.23308,9.25,-68.1,False
418,0.02951,0.2204,7.71,-73.4,False
2134,0.02952,0.21455,29.56,2.0,False
703,0.02954,0.20906,30.45,5.0,False
439,0.02955,0.26632,2.61,-91.0,False
1421,0.02955,0.23671,31.15,7.4,False
1441,0.02955,0.26632,2.61,-91.0,False
1687,0.02955,0.20893,15.68,-45.9,False
941,0.02955,0.22372,33.83,16.7,False
2046,0.02955,0.25044,19.46,-32.9,False
794,0.02955,0.25044,19.46,-32.9,False
557,0.02956,0.26575,17.04,-41.2,False
1446,0.02958,0.20013,22.23,-23.3,False
1270,0.02958,0.23606,24.32,-16.1,False
1546,0.02958,0.17957,19.9,-31.3,False
842,0.02959,0.21023,10.55,-63.6,False
169,0.02959,0.2118,18.5,-36.2,False
270,0.02959,0.22053,29.54,1.9,False
1966,0.02959,0.24735,5.42,-81.3,False
926,0.0296,0.22299,4.46,-84.6,False
1265,0.02961,0.22649,11.13,-61.6,False
1013,0.02961,0.21296,13.87,-52.2,False
845,0.02962,0.19319,31.35,8.1,False
762,0.02963,0.22863,11.94,-58.8,False
1575,0.02963,0.22747,11.98,-58.7,False
2336,0.02965,0.20499,24.21,-16.5,False
1096,0.02965,0.19478,31.79,9.6,False
1678,0.02966,0.19475,25.18,-13.1,False
634,0.02966,0.18908,31.37,8.2,False
588,0.02966,0.2261,22.91,-21.0,False
2088,0.02966,0.28164,31.74,9.5,False
2354,0.02966,0.13616,16.53,-43.0,False
2261,0.02967,0.19904,27.21,-6.1,False
2039,0.02968,0.24582,10.79,-62.8,False
584,0.0297,0.19791,18.62,-35.8,False
29,0.0297,0.19791,18.62,-35.8,False
1706,0.02971,0.23432,11.88,-59.0,False
552,0.02971,0.20882,27.14,-6.4,False
1190,0.02972,0.15901,27.6,-4.8,False
444,0.02972,0.20498,20.22,-30.3,False
1014,0.02972,0.15901,27.6,-4.8,False
1402,0.02973,0.1383,34.45,18.8,False
931,0.02973,0.29398,3.79,-86.9,False
2031,0.02973,0.18505,29.63,2.2,False
666,0.02973,0.22514,16.89,-41.7,False
408,0.02975,0.17735,23.84,-17.8,False
491,0.02977,0.17828,21.15,-27.0,False
2014,0.02977,0.17828,21.15,-27.0,False
1491,0.02978,0.18493,22.31,-23.0,False
1121,0.02979,0.19004,24.2,-16.5,False
1762,0.02979,0.2364,32.45,11.9,False
1339,0.02979,0.2364,32.45,11.9,False
2299,0.0298,0.18279,10.67,-63.2,False
1223,0.02981,0.26836,1.8,-93.8,False
1907,0.02983,0.28031,12.21,-57.9,False
1392,0.02985,0.1826,21.57,-25.6,False
467,0.02987,0.18865,24.21,-16.5,False
1225,0.02988,0.19105,25.94,-10.5,False
882,0.02988,0.21681,8.72,-69.9,False
551,0.02989,0.17886,21.62,-25.4,False
2025,0.02989,0.24363,3.25,-88.8,False
2385,0.02989,0.28955,11.46,-60.5,False
942,0.02992,0.18898,16.78,-42.1,False
246,0.02992,0.18212,17.9,-38.3,False
370,0.02997,0.22247,16.1,-44.5,False
1461,0.02999,0.234,17.86,-38.4,False
1703,0.02999,0.21281,23.33,-19.5,False
1600,0.03003,0.21014,10.58,-63.5,False
2019,0.03004,0.22347,10.8,-62.7,False
409,0.03006,0.16858,21.65,-25.3,False
1235,0.03006,0.18557,20.75,-28.4,False
219,0.03011,0.22104,10.08,-65.2,False
681,0.03012,0.18716,30.22,4.3,False
1874,0.03013,0.17897,17.75,-38.8,False
592,0.03013,0.21076,8.19,-71.7,False
2273,0.03013,0.16813,23.17,-20.1,False
1780,0.03015,0.25391,28.92,-0.2,False
1213,0.0302,0.09726,23.19,-20.0,True
1992,0.03022,0.10513,25.02,-13.7,False
1132,0.03023,0.16489,24.25,-16.3,False
1847,0.03023,0.18178,21.45,-26.0,False
395,0.03025,0.23028,15.24,-47.4,False
1723,0.03028,0.19511,26.83,-7.4,False
1058,0.03029,0.18034,23.44,-19.1,False
670,0.03029,0.21432,10.7,-63.1,False
2226,0.03029,0.21432,10.7,-63.1,False
2076,0.03029,0.13719,17.2,-40.7,False
319,0.03036,0.22723,20.47,-29.4,False
1302,0.03039,0.12552,16.94,-41.6,False
642,0.03041,0.17195,23.89,-17.6,False
1455,0.03043,0.20878,13.13,-54.7,False
1641,0.03043,0.20878,13.13,-54.7,False
